onet_soc,title,description,soc2018,ilo_exposure_mean,ilo_exposure_min,ilo_exposure_max,ilo_isco_count,mapping_confidence,observed_exposure,Context,Interaction,Judgment,Physicality,Responsibility,hm_dimensions_available,HumanMoat_seed_equal_weight,HumanMoat_confidence,ILO_Exposure_Score,Anthropic_Observed_Exposure_Score,AI_Exposure_Composite_Descriptive,coverage_count,data_confidence,_soc6,2025 National Employment Matrix title,2025 National Employment Matrix code,Occupation type,"Employment, 2025","Employment, 2035","Employment distribution, percent, 2025","Employment distribution, percent, 2035","Employment change, numeric, 2025–35","Employment change, percent, 2025–35","Percent self-employed, 2025","Occupational openings, 2025–35 annual average","Median annual wage, dollars, 2025",Typical education needed for entry,Work experience in a related occupation,Typical on-the-job training needed to attain competency in the occupation,Related Occupational Outlook Handbook (OOH) content,Related Occupational Outlook Handbook (OOH) content.1,"Labor force exit rate, 2025–35 annual average","Occupational transfer rate, 2025–35 annual average","Total occupational separations rate, 2025–35 annual average","Labor force exits, 2025–35 annual average","Occupational transfers, 2025–35 annual average","Total occupational separations, 2025–35 annual average","Occupational openings, 2025–35 annual average_sep",2025 National Employment Matrix title_skill,Adaptability,Computers and information technology,Creativity and innovation,Critical and analytical thinking,Customer service,Detail oriented,Fine motor,Interpersonal,Leadership,Mathematics,Mechanical,Physical strength and stamina,Problem solving and decision making,Project management,Science,Speaking and listening,Writing and reading,Top highest skill,Second highest skill,Third highest skill,opening_rate_pct,growth_percentile,wage_percentile,opening_rate_percentile
47-3012.00,Helpers--Carpenters,"Help carpenters by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",47-3012,0.0939166666666666,0.0939166666666666,0.0939166666666666,1,A,0.0,53.51262349066959,36.72886937431394,41.36480058543725,94.14562751555066,56.00987925356751,5.0,56.35236004390779,A,9.39166666666666,0.0,4.69583333333333,4,A,47-3012,      Helpers--carpenters,47-3012,Line item,21.9,21.5,0.0,0.0,-0.4,-1.7,1.7,2.0,43780,No formal educational credential,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm"">OOH Content</a>",3.1,6.1,9.3,0.7,1.3,2.0,2.0,Helpers--carpenters,21.0,5.0,64.0,23.0,26.0,64.0,72.0,12.0,27.0,59.0,86.0,91.0,29.0,27.0,57.0,21.0,9.0,Detail oriented,Adaptability,Problem solving and decision making,9.132420091324201,21.841155234657037,17.696969696969695,62.8158844765343
47-3013.00,Helpers--Electricians,"Help electricians by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",47-3013,0.0939166666666666,0.0939166666666666,0.0939166666666666,1,A,0.0,21.14892060007318,59.35236004390779,48.40834248079034,91.96853274789608,40.450054884742045,5.0,52.265642151481885,A,9.39166666666666,0.0,4.69583333333333,4,A,47-3013,      Helpers--electricians,47-3013,Line item,65.0,65.4,0.0,0.0,0.4,0.6,1.7,6.1,42670,High school diploma or equivalent,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm"">OOH Content</a>",3.1,6.1,9.3,2.0,4.0,6.0,6.1,Helpers--electricians,33.0,25.0,50.0,39.0,50.0,53.0,87.0,42.0,64.0,49.0,94.0,94.0,30.0,78.0,77.0,31.0,12.0,Detail oriented,Adaptability,Fine motor,9.384615384615385,30.806257521058967,15.93939393939394,66.30565583634176
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Help painters, paperhangers, plasterers, or stucco masons by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",47-3014,0.0939166666666666,0.0939166666666666,0.0939166666666666,1,A,0.0,26.088547383827294,41.020856201975846,29.25356750823271,89.35236004390778,31.22941822173436,5.0,43.3889498719356,A,9.39166666666666,0.0,4.69583333333333,4,A,47-3014,"      Helpers--painters, paperhangers, plasterers, and stucco masons",47-3014,Line item,7.6,7.7,0.0,0.0,0.1,1.5,1.7,0.7,40470,No formal educational credential,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm"">OOH Content</a>",3.1,6.1,9.3,0.2,0.5,0.7,0.7,"Helpers--painters, paperhangers, plasterers, and stucco masons",3.0,0.0,6.0,2.0,6.0,4.0,61.0,9.0,16.0,0.0,61.0,96.0,8.0,2.0,18.0,8.0,1.0,Physical strength and stamina,Adaptability,Detail oriented,9.210526315789473,36.702767749699156,12.727272727272727,64.38026474127557
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Help plumbers, pipefitters, steamfitters, or pipelayers by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",47-3015,0.0939166666666666,0.0939166666666666,0.0939166666666666,1,A,0.0,45.078668130259786,45.422612513721184,36.44346871569704,83.66264178558362,62.18441273326015,5.0,54.558360775704365,A,9.39166666666666,0.0,4.69583333333333,4,A,47-3015,"      Helpers--pipelayers, plumbers, pipefitters, and steamfitters",47-3015,Line item,45.3,46.4,0.0,0.0,1.1,2.4,1.7,4.4,42360,High school diploma or equivalent,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm"">OOH Content</a>",3.1,6.1,9.3,1.4,2.8,4.2,4.4,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",26.0,4.0,40.0,9.0,48.0,20.0,72.0,18.0,25.0,48.0,79.0,92.0,11.0,48.0,37.0,1.0,3.0,Adaptability,Detail oriented,Fine motor,9.713024282560708,45.42719614921781,15.393939393939393,68.71239470517449
47-3016.00,Helpers--Roofers,"Help roofers by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.",47-3016,0.0939166666666666,0.0939166666666666,0.0939166666666666,1,A,0.0,34.26637394804245,38.46322722283205,21.31357482619832,89.38894987193561,57.0801317233809,5.0,48.10245151847787,A,9.39166666666666,0.0,4.69583333333333,4,A,47-3016,      Helpers--roofers,47-3016,Line item,6.1,6.1,0.0,0.0,0.0,-0.1,1.7,0.6,44160,No formal educational credential,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm"">OOH Content</a>",3.1,6.1,9.3,0.2,0.4,0.6,0.6,Helpers--roofers,30.0,11.0,39.0,13.0,46.0,61.0,77.0,43.0,72.0,48.0,79.0,97.0,10.0,57.0,45.0,21.0,7.0,Detail oriented,Adaptability,Physical strength and stamina,9.836065573770492,27.737665463297233,18.181818181818183,70.57761732851986
47-3019.00,"Helpers, Construction Trades, All Other",All construction trades helpers not listed separately.,47-3019,0.0934583333333333,0.093,0.0939166666666666,2,B,,,,,,,,,,9.345833333333331,,9.345833333333331,2,C,47-3019,"      Helpers, construction trades, all other",47-3019,Line item,25.2,24.9,0.0,0.0,-0.3,-1.0,1.6,2.3,42670,No formal educational credential,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm"">OOH Content</a>",3.1,6.1,9.3,0.8,1.5,2.3,2.3,"Helpers, construction trades, all other[1]",26.0,11.0,43.0,21.0,41.0,39.0,79.0,26.0,42.0,46.0,86.0,93.0,19.0,53.0,60.0,18.0,6.0,Detail oriented,Adaptability,Fine motor,9.126984126984127,23.225030084235858,15.93939393939394,62.69554753309266
47-4011.00,Construction and Building Inspectors,"Inspect structures using engineering skills to determine structural soundness and compliance with specifications, building codes, and other regulations. Inspections may be general in nature or may be limited to a specific area, such as electrical systems or plumbing.",47-4011,0.2763888888888888,0.2763888888888888,0.2763888888888888,1,A,0.0481,81.13794365166484,59.27552140504939,63.90413465056715,57.75704354189535,61.498353457738745,5.0,64.71459934138309,A,27.63888888888888,4.81,16.22444444444444,4,A,47-4011,      Construction and building inspectors,47-4011,Line item,153.9,153.9,0.1,0.1,0.0,0.0,3.3,14.8,74690,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm"">OOH Content</a>",5.2,4.4,9.6,8.0,6.8,14.8,14.8,Construction and building inspectors,64.0,72.0,27.0,71.0,75.0,65.0,20.0,33.0,48.0,78.0,47.0,48.0,76.0,62.0,74.0,53.0,72.0,Adaptability,Problem solving and decision making,Writing and reading,9.616634178037685,28.459687123947052,66.06060606060606,68.1107099879663
47-4011.01,Energy Auditors,"Conduct energy audits of buildings, building systems, or process systems. May also conduct investment grade audits of buildings or systems.",47-4011,0.2763888888888888,0.2763888888888888,0.2763888888888888,1,A,0.0481,57.83022319795096,38.057080131723374,59.23893157702158,62.09293816319063,45.60922063666301,5.0,52.56567874130991,A,27.63888888888888,4.81,16.22444444444444,4,A,47-4011,      Construction and building inspectors,47-4011,Line item,153.9,153.9,0.1,0.1,0.0,0.0,3.3,14.8,74690,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm"">OOH Content</a>",5.2,4.4,9.6,8.0,6.8,14.8,14.8,Construction and building inspectors,64.0,72.0,27.0,71.0,75.0,65.0,20.0,33.0,48.0,78.0,47.0,48.0,76.0,62.0,74.0,53.0,72.0,Adaptability,Problem solving and decision making,Writing and reading,9.616634178037685,28.459687123947052,66.06060606060606,68.1107099879663
47-4021.00,Elevator and Escalator Installers and Repairers,"Assemble, install, repair, or maintain electric or hydraulic freight or passenger elevators, escalators, or dumbwaiters.",47-4021,0.1745,0.1745,0.1745,1,A,0.0,68.38638858397366,54.654226125137214,59.31211123307721,77.16794731064765,96.4324917672887,5.0,71.19063300402487,A,17.45,0.0,8.725,4,A,47-4021,      Elevator and escalator installers and repairers,47-4021,Line item,24.7,26.1,0.0,0.0,1.4,5.7,—,1.9,109910,High school diploma or equivalent,,Apprenticeship,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/elevator-installers-and-repairers.htm"">OOH Content</a>",2.4,4.4,6.8,0.6,1.1,1.7,1.9,Elevator and escalator installers and repairers,45.0,46.0,47.0,59.0,67.0,92.0,90.0,21.0,43.0,45.0,99.0,91.0,88.0,47.0,73.0,22.0,31.0,Detail oriented,Problem solving and decision making,Mechanical,7.6923076923076925,77.13598074608905,88.72727272727273,40.734055354993984
47-4031.00,Fence Erectors,"Erect and repair fences and fence gates, using hand and power tools.",47-4031,0.0936666666666666,0.0936666666666666,0.0936666666666666,1,A,0.0,47.16428832784485,57.66190998902304,24.972557628979143,80.4976216611782,55.18660812294182,5.0,53.09659714599341,A,9.36666666666666,0.0,4.68333333333333,4,A,47-4031,      Fence erectors,47-4031,Line item,30.6,32.3,0.0,0.0,1.7,5.6,21,2.5,47980,No formal educational credential,,Moderate-term on-the-job training,—,—,3.4,4.2,7.5,1.1,1.3,2.4,2.5,Fence erectors,6.0,8.0,25.0,16.0,51.0,68.0,77.0,33.0,73.0,43.0,74.0,97.0,10.0,45.0,47.0,17.0,4.0,Detail oriented,Physical strength and stamina,Leadership,8.169934640522875,76.3537906137184,27.636363636363637,48.856799037304455
47-4041.00,Hazardous Materials Removal Workers,"Identify, remove, pack, transport, or dispose of hazardous materials, including asbestos, lead-based paint, waste oil, fuel, transmission fluid, radioactive materials, or contaminated soil. Specialized training and certification in hazardous materials handling or a confined entry permit are generally required. May operate earth-moving equipment or trucks.",47-4041,0.0936666666666666,0.0936666666666666,0.0936666666666666,1,A,0.0,58.72667398463227,40.0,54.4822539334065,64.54445664105378,59.659714599341385,5.0,55.48261983168679,A,9.36666666666666,0.0,4.68333333333333,4,A,47-4041,      Hazardous materials removal workers,47-4041,Line item,52.7,53.5,0.0,0.0,0.8,1.5,0.8,4.3,49450,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/hazardous-materials-removal-workers.htm"">OOH Content</a>",3.5,4.5,8.0,1.8,2.4,4.2,4.3,Hazardous materials removal workers,53.0,22.0,60.0,53.0,50.0,47.0,71.0,59.0,63.0,41.0,79.0,83.0,13.0,55.0,78.0,39.0,41.0,Adaptability,Detail oriented,Interpersonal,8.159392789373813,36.702767749699156,31.636363636363633,48.49578820697955
47-4051.00,Highway Maintenance Workers,"Maintain highways, municipal and rural roads, airport runways, and rights-of-way. Duties include patching broken or eroded pavement and repairing guard rails, highway markers, and snow fences. May also mow or clear brush from along road, or plow snow from roadway.",47-4051,0.093,0.093,0.093,1,A,0.0,59.18404683497988,61.08671789242591,36.35199414562752,70.60007317965606,70.60922063666301,5.0,59.56641053787048,A,9.3,0.0,4.65,4,A,47-4051,      Highway maintenance workers,47-4051,Line item,161.8,167.3,0.1,0.1,5.5,3.4,1,11.8,50260,High school diploma or equivalent,,Moderate-term on-the-job training,—,—,2.7,4.1,6.9,4.5,6.8,11.3,11.8,Highway maintenance workers,4.0,21.0,30.0,13.0,81.0,63.0,87.0,62.0,70.0,32.0,78.0,94.0,28.0,52.0,57.0,26.0,13.0,Detail oriented,Customer service,Interpersonal,7.292954264524104,55.77617328519856,33.696969696969695,32.49097472924188
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Lay, repair, and maintain track for standard or narrow-gauge railroad equipment used in regular railroad service or in plant yards, quarries, sand and gravel pits, and mines. Includes ballast cleaning machine operators and railroad bed tamping machine operators.",47-4061,0.093,0.093,0.093,1,A,0.0,39.29747530186608,48.89132821075741,58.74496889864617,94.85912916209294,86.36114160263446,5.0,65.63080863519941,A,9.3,0.0,4.65,4,A,47-4061,      Rail-track laying and maintenance equipment operators,47-4061,Line item,17.4,17.7,0.0,0.0,0.3,1.5,—,1.2,70070,High school diploma or equivalent,,Moderate-term on-the-job training,—,—,2.3,4.5,6.7,0.4,0.8,1.2,1.2,Rail-track laying and maintenance equipment operators,19.0,13.0,47.0,29.0,32.0,51.0,88.0,37.0,73.0,37.0,92.0,96.0,38.0,67.0,66.0,19.0,17.0,Detail oriented,Adaptability,Fine motor,6.896551724137931,36.702767749699156,62.18181818181818,26.534296028880867
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Clean and repair septic tanks, sewer lines, or drains. May patch walls and partitions of tank, replace damaged drain tile, or repair breaks in underground piping.",47-4071,0.1020833333333333,0.1020833333333333,0.1020833333333333,1,A,0.0,60.22685693377241,63.205268935236006,48.37175265276253,85.51042810098791,42.398463227222834,5.0,59.94255396999633,A,10.20833333333333,0.0,5.104166666666665,4,A,47-4071,      Septic tank servicers and sewer pipe cleaners,47-4071,Line item,31.9,34.4,0.0,0.0,2.5,7.8,3.1,2.8,49880,High school diploma or equivalent,,Moderate-term on-the-job training,—,—,2.7,5.0,7.7,0.9,1.7,2.5,2.8,Septic tank servicers and sewer pipe cleaners,11.0,16.0,17.0,19.0,69.0,9.0,85.0,28.0,16.0,47.0,89.0,91.0,37.0,29.0,65.0,14.0,20.0,Problem solving and decision making,Fine motor,Customer service,8.77742946708464,87.84596871239471,32.72727272727273,58.12274368231047
47-4091.00,Segmental Pavers,"Lay out, cut, and place segmental paving units. Includes installers of bedding and restraining materials for the paving units.",47-4091,0.1064642857142857,0.1035,0.1094285714285714,2,B,,67.56311745334797,84.11635565312842,51.66483717526527,94.98719356019028,44.97804610318332,5.0,68.66190998902304,A,10.64642857142857,,10.64642857142857,3,B,47-4091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-4099.00,"Construction and Related Workers, All Other",All construction and related workers not listed separately.,47-4099,0.0936666666666666,0.0936666666666666,0.0936666666666666,1,A,,,,,,,,,,9.36666666666666,,9.36666666666666,2,C,47-4099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-4099.03,Weatherization Installers and Technicians,"Perform a variety of activities to weatherize homes and make them more energy efficient. Duties include repairing windows, insulating ducts, and performing heating, ventilating, and air-conditioning (HVAC) work. May perform energy audits and advise clients on energy conservation measures.",47-4099,0.0936666666666666,0.0936666666666666,0.0936666666666666,1,A,,28.72301500182949,64.69813391877058,21.533113794365164,86.35199414562753,41.41053787047201,5.0,48.54335894621296,A,9.36666666666666,,9.36666666666666,3,B,47-4099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-5011.00,"Derrick Operators, Oil and Gas",Rig derrick equipment and operate pumps to circulate mud or fluid through drill hole.,47-5011,0.1875,0.1875,0.1875,1,A,0.0,50.9147457006952,58.73765093304062,51.50018294914014,96.9081595316502,70.27991218441274,5.0,65.66813025978777,A,18.75,0.0,9.375,4,A,47-5011,"        Derrick operators, oil and gas",47-5011,Line item,10.7,10.9,0.0,0.0,0.2,1.6,0.5,0.9,58620,No formal educational credential,Less than 5 years,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/oil-and-gas-workers.htm"">OOH Content</a>",2.4,6.1,8.5,0.3,0.7,0.9,0.9,"Derrick operators, oil and gas",18.0,10.0,20.0,29.0,28.0,23.0,96.0,33.0,65.0,56.0,93.0,99.0,46.0,26.0,63.0,30.0,20.0,Fine motor,Physical strength and stamina,Problem solving and decision making,8.41121495327103,37.66546329723225,45.57575757575758,51.92539109506619
47-5012.00,"Rotary Drill Operators, Oil and Gas","Set up or operate a variety of drills to remove underground oil and gas, or remove core samples for testing during oil and gas exploration.",47-5012,0.1875,0.1875,0.1875,1,A,0.0,75.2652762532016,57.84851811196487,65.4957921697768,93.3040614709111,96.65203073545555,5.0,77.71313574826198,A,18.75,0.0,9.375,4,A,47-5012,"        Rotary drill operators, oil and gas",47-5012,Line item,12.7,12.9,0.0,0.0,0.1,0.8,0.5,1.1,67890,No formal educational credential,Less than 5 years,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/oil-and-gas-workers.htm"">OOH Content</a>",2.4,6.1,8.5,0.3,0.8,1.1,1.1,"Rotary drill operators, oil and gas",34.0,9.0,41.0,44.0,38.0,95.0,91.0,37.0,90.0,63.0,92.0,84.0,66.0,27.0,64.0,40.0,43.0,Detail oriented,Leadership,Problem solving and decision making,8.661417322834646,32.12996389891697,59.63636363636363,55.95667870036101
47-5013.00,"Service Unit Operators, Oil and Gas","Operate equipment to increase oil flow from producing wells or to remove stuck pipe, casing, tools, or other obstructions from drilling wells. Includes fishing-tool technicians.",47-5013,0.1875,0.1875,0.1875,1,A,0.0,58.21441639224295,66.91547749725575,63.75777533845591,87.04720087815588,95.93852908891328,5.0,74.37467983900476,A,18.75,0.0,9.375,4,A,47-5013,"        Service unit operators, oil and gas",47-5013,Line item,43.8,44.3,0.0,0.0,0.5,1.1,0.5,3.8,58160,No formal educational credential,Less than 5 years,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/construction-and-extraction/oil-and-gas-workers.htm"">OOH Content</a>",2.4,6.1,8.5,1.1,2.7,3.7,3.8,"Service unit operators, oil and gas",36.0,24.0,38.0,38.0,42.0,88.0,93.0,65.0,95.0,79.0,95.0,94.0,83.0,70.0,76.0,32.0,40.0,Detail oriented,Leadership,Problem solving and decision making,8.67579908675799,33.935018050541515,44.6060606060606,56.317689530685925
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining","Operate or tend machinery at surface mining site, equipped with scoops, shovels, or buckets to excavate and load loose materials.",47-5022,0.1519642857142857,0.1314285714285714,0.1725,2,B,0.0,43.61507500914746,39.26454445664105,51.55506769118185,92.4807903402854,60.48298572996707,5.0,57.47969264544457,A,15.19642857142857,0.0,7.598214285714285,4,A,47-5022,"        Excavating and loading machine and dragline operators, surface mining",47-5022,Line item,34.7,35.0,0.0,0.0,0.4,1.0,—,2.4,57430,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,—,—,1.8,4.9,6.7,0.6,1.7,2.3,2.4,"Excavating and loading machine and dragline operators, surface mining",17.0,7.0,26.0,22.0,12.0,45.0,99.0,42.0,68.0,31.0,94.0,75.0,41.0,46.0,35.0,18.0,26.0,Fine motor,Detail oriented,Problem solving and decision making,6.9164265129682985,33.33333333333333,43.63636363636363,26.835138387484957
